How Full Are Hospital I.C.U.s Near You?,"See how many Covid-19 patients are being treated, and how many I.C.U. beds remain available, at individual U.S. hospitals.","By Matthew Conlen, John Keefe, Lauren Leatherby and Charlie Smart",The New York Times,2020-12-15T16:33:01+0000,https://www.nytimes.com/interactive/2020/us/covid-hospitals-near-you.html
Answers to All Your Questions About Getting Vaccinated for Covid-19,"Times reporters answered questions from readers about getting the vaccine, what to expect and what happens next.",By The New York Times,The New York Times,2021-01-27T23:27:22+0000,https://www.nytimes.com/interactive/2021/well/covid-vaccine-questions.html
"Never mind the skeptics, officials say: Hank Aaron’s death had nothing to do with the Covid-19 vaccine.","Anti-vaccine activists, including Robert F. Kennedy Jr., are seizing on the baseball legend’s death to suggest — without evidence — that there might be a link to his Covid vaccination.",By Rick Rojas and Denise Grady,The New York Times,2021-01-31T19:45:53+0000,https://www.nytimes.com/2021/01/31/us/hank-aaron-death-covid-vaccine.html
Watch Live: Biden Delivers Remarks on the Fight Against Covid-19,President Biden addresses the fight against the coronavirus pandemic from the White House.,By The New York Times,The New York Times,2021-01-26T21:15:08+0000,https://www.nytimes.com/video/us/elections/100000007571805/watch-live-biden-covid-briefing.html
Is It OK to Enroll in a Covid-19 Vaccine Trial If I Might Drop Out?,The magazine’s Ethicist columnist on the importance of control groups and elderly parents’ risky behavior.,By Kwame Anthony Appiah,The New York Times,2021-01-26T10:00:02+0000,https://www.nytimes.com/2021/01/26/magazine/is-it-ok-to-enroll-in-a-covid-19-vaccine-trial-if-i-might-drop-out.html
"A Covid Vaccine Side Effect, Enlarged Lymph Nodes, Can Be Mistaken for Cancer",The condition is becoming more common as immunization rates increase. Experts are suggesting ways to ease patients’ fears and avoid needless testing.,By Denise Grady,The New York Times,2021-03-01T20:14:58+0000,https://www.nytimes.com/2021/03/01/health/covid-vaccine-lymph-nodes.html
‘It’s Numbing’: Nine Retired Nuns in Michigan Die of Covid-19,"The deaths add to what is becoming a familiar trend in the spread of the virus as it devastates religious congregate communities by infecting retired, aging populations of nuns and sisters.",By Christine Hauser and Concepción de León,The New York Times,2021-01-29T22:48:07+0000,https://www.nytimes.com/2021/01/29/us/nuns-covid-deaths.html
How the Search for Covid-19 Treatments Faltered While Vaccines Sped Ahead,Vaccine development exceeded everyone’s expectations. But the next few months will still bring many sick people — and doctors have woefully few drugs with which to treat them.,By Carl Zimmer,The New York Times,2021-01-30T10:00:17+0000,https://www.nytimes.com/2021/01/30/health/covid-drugs-antivirals.html
France’s Latest Covid Measure: Letting Workers Eat at Their Desks,The coronavirus pandemic has already upended eating habits in a country where the table is a sacred space. Now it is taking its toll on a symbol of work-life balance.,By Roger Cohen,The New York Times,2021-02-07T16:26:39+0000,https://www.nytimes.com/2021/02/07/world/europe/france-desk-lunch-covid.html
These New Yorkers Are Signing Up Their Neighbors for the Vaccine,New Yorkers living in public housing have struggled to get vaccinated. We spent time with some of them as they volunteered with a program focusing on door-to-door outreach.,By James Estrin,The New York Times,2021-02-08T14:43:09+0000,https://www.nytimes.com/interactive/2021/02/08/nyregion/covid-vaccine-public-housing.html
Virus Variant First Found in Britain Now Spreading Rapidly in U.S.,A new study bolsters the prediction by the Centers for Disease Control and Prevention that the so-called B.1.1.7 variant will dominate Covid-19 cases by March.,By Carl Zimmer,The New York Times,2021-02-07T16:01:48+0000,https://www.nytimes.com/2021/02/07/health/coronavirus-variant-us-spread.html
See Covid-19 Exposure Risk in Your County and a Guide for Daily Life Near You,"See the risk of exposure to the disease in your county, and read our county-specific guidance for common activities to help you lower your risk and protect your community.","By Eleanor Lutz, Aliza Aufrichtig, Charlie Smart, Albert Sun, Rich Harris and Gabriel Gianordoli",The New York Times,2021-01-27T04:18:34+0000,https://www.nytimes.com/interactive/2021/us/covid-risk-map.html
China Wanted to Show Off Its Vaccines. It’s Backfiring.,"Delays, inconsistent data, spotty disclosures and the country’s attacks on Western rivals have marred its ambitious effort to portray itself as a leader in global health.",By Sui-Lee Wee,The New York Times,2021-01-25T08:00:10+0000,https://www.nytimes.com/2021/01/25/business/china-covid-19-vaccine-backlash.html
Inside a Nursing Home as Vaccine Arrives: ‘I Hope Everybody Takes It’,"At a Staten Island facility that was hit hard by the coronavirus, residents and staff members lined up to get a dose of the Covid vaccine. Here’s how the day went.",By Christopher Occhicone and David Gonzalez,The New York Times,2021-01-17T10:00:18+0000,https://www.nytimes.com/2021/01/17/nyregion/covid-vaccine-nyc-nursing-home.html
Frustrations Boil at Pace of Vaccinations at Long-Term Care Facilities,The Trump administration raised hopes of a speedy process for nursing homes and assisted living facilities. Patience is wearing thin.,By Rebecca Robbins,The New York Times,2021-01-16T10:00:12+0000,https://www.nytimes.com/2021/01/16/business/covid-vaccine-nursing-homes.html
Hopes for Tokyo’s Summer Olympics Darken,"Organizers postponed the Olympic Games for one year last March. Nearly a year later, prospects are getting bleaker.",By Matthew Futterman,The New York Times,2021-01-15T07:28:00+0000,https://www.nytimes.com/2021/01/15/sports/olympics/tokyo-olympics.html
Two Members of W.H.O. Team on Trail of Virus Are Denied Entry to China,Beijing has repeatedly impeded the global inquiry into the emergence of the coronavirus. Two scientists on the team remained in Singapore after testing positive for antibodies.,By Javier C. Hernández,The New York Times,2021-01-14T04:31:49+0000,https://www.nytimes.com/2021/01/13/world/asia/china-who-wuhan-covid.html
Disappointing Chinese Vaccine Results Pose Setback for Developing World,"Brazil says CoronaVac has an efficacy rate just over 50 percent, much lower than previously announced. More than 380 million doses have already been ordered.",By Sui-Lee Wee and Ernesto Londoño,The New York Times,2021-01-13T10:24:59+0000,https://www.nytimes.com/2021/01/13/business/chinese-vaccine-brazil-sinovac.html
Technology Executive Apologizes After Dozens of Event Attendees Contract Covid-19,"Peter Diamandis thought extensive testing could help create an “immunity bubble” for a conference in Culver City, Calif. It didn’t work. “I hope others can learn from my mistakes,” he said.",By Jacey Fortin,The New York Times,2021-02-16T22:45:32+0000,https://www.nytimes.com/2021/02/16/us/peter-diamandis-covid-ca.html
California has now lost more people to Covid-19 than any other state in the U.S.,A bleak reminder that the recent progress the state has made against the pandemic may be fragile.,By Jill Cowan,The New York Times,2021-02-25T01:33:34+0000,https://www.nytimes.com/2021/02/24/world/california-50000-covid-deaths.html
"As Brazil faces record Covid-19 deaths, a variant-fueled surge and lagging vaccinations, Bolsonaro disparages masks.","The president says that the pandemic precaution can lead to headaches, difficulty concentrating and a “decreased perception of happiness.”",By Ernesto Londoño,The New York Times,2021-02-26T15:36:22+0000,https://www.nytimes.com/2021/02/26/world/Bolsonaro-face-masks.html
"One Pfizer dose offers robust protection for those who have had Covid-19, studies find.",Two new pieces of research add strong evidence to the case for giving just a single dose of the Pfizer vaccine to people who have antibodies against the virus.,By Benjamin Mueller,The New York Times,2021-02-26T10:02:40+0000,https://www.nytimes.com/2021/02/26/world/pfizer-vaccine-protection.html
The televangelist Frederick K.C. Price has died at 89 of complications from Covid-19.,"Frederick K.C. Price, who founded a megachurch and televangelism broadcast that made him a popular voice for Black Christians, died on Friday evening of complications from Covid-19, a spokeswoman for the family said. He was 89.",By Bryan Pietsch,The New York Times,2021-02-13T23:10:42+0000,https://www.nytimes.com/2021/02/13/world/covid-frederick-kc-price.html
Another antibody therapy is authorized for high-risk Covid-19 patients.,Researchers hope Eli Lilly’s new combination therapy will be better able to fight virus variants than a similar treatment already in use.,By Rebecca Robbins,The New York Times,2021-02-10T03:21:10+0000,https://www.nytimes.com/2021/02/09/world/covid-coronavirus-lilly-antibody-treatment.html
Opera Singers Help Covid-19 Patients Learn to Breathe Again,A six-week program developed by the English National Opera and a London hospital offers customized vocal lessons to aid coronavirus recovery.,By Andrew Dickson,The New York Times,2021-02-16T15:26:18+0000,https://www.nytimes.com/2021/02/16/arts/music/opera-singers-covid-19-treatment-eno-breathe.html
‘What’s the Point?’ Young People’s Despair Deepens as Covid-19 Crisis Drags On,Experts paint a grim picture of the struggle with lockdown isolation — a “mental health pandemic” that should be treated as seriously as containing the coronavirus.,By Isabella Kwai and Elian Peltier,The New York Times,2021-02-14T16:01:57+0000,https://www.nytimes.com/2021/02/14/world/europe/youth-mental-health-covid.html
"For This College Athlete, Covid-19 Was Just the Start of a Nightmare","After learning she had myocarditis, an inflammation of the heart that has been linked to some Covid cases, Vanderbilt basketball player Demi Washington spent months hoping she could play again someday.",By Kurt Streeter,The New York Times,2021-02-12T10:00:17+0000,https://www.nytimes.com/2021/02/12/sports/ncaabasketball/college-sports-myocarditis.html
N.Y. Restaurant Fires Waitress Who Wouldn’t Get Covid-19 Vaccine,"Bonnie Jacobson, 34, said she was not necessarily opposed to getting vaccinated, but wanted to study the potential effect on fertility first.",By Matthew Haag,The New York Times,2021-02-17T22:51:49+0000,https://www.nytimes.com/2021/02/17/nyregion/waitress-fired-covid-19-vaccine-refusal.html
The Newest Diplomatic Currency: Covid-19 Vaccines,"India, China, the U.A.E. and others dole out donations in countries where they seek sway. In some cases, they are sending doses despite pressing needs at home.",By Mujib Mashal and Vivian Yee,The New York Times,2021-02-11T10:00:20+0000,https://www.nytimes.com/2021/02/11/world/asia/vaccine-diplomacy-india-china.html
"New York Sues Amazon, Saying It Inadequately Protected Workers From Covid-19",The case focuses on two of the company’s facilities in New York.,By Karen Weise,The New York Times,2021-02-17T02:57:44+0000,https://www.nytimes.com/2021/02/16/technology/amazon-new-york-lawsuit-covid.html
Amazon Sues New York Attorney General to Block Covid-19 Charges,"The company said the attorney general, Letitia James, had overstepped her authority in investigating workplace safety.",By Karen Weise,The New York Times,2021-02-12T18:58:11+0000,https://www.nytimes.com/2021/02/12/technology/amazon-letitia-james-coronavirus.html
What the World Can Learn About Covid-19 From the Seahawks and Browns,The N.F.L. rolled out a grand experiment to play a not-at-all socially distanced sport in a pandemic. The Times went behind the scenes with the Seattle Seahawks and the Cleveland Browns to understand how the science and the upheaval played out.,"By Robin Stein, Danielle Miller and Ken Belson",The New York Times,2021-02-05T10:13:06+0000,https://www.nytimes.com/video/sports/100000007560854/nfl-2020-season-covid.html
Mapping Los Angeles’s Unequal Covid-19 Surge,"Monday: A New York Times interactive map shows the uneven toll of the virus, neighborhood by neighborhood, on the nation’s most populous county.",By Jill Cowan,The New York Times,2021-02-01T13:54:08+0000,https://www.nytimes.com/2021/02/01/us/los-angeles-covid-19.html
What to Know About Covid-19 and the Super Bowl,"Players from the Tampa Bay Buccaneers and the Kansas City Chiefs are being tested for the coronavirus more often, and just 25,000 fans will attend the game.",By Ken Belson,The New York Times,2021-02-02T05:01:06+0000,https://www.nytimes.com/2021/02/02/sports/football/super-bowl-2021-covid-coronavirus.html
A French Nun Turns 117 After Knocking Down Covid-19,"Sister André was expected to celebrate her victory against the virus and her birthday on Thursday with a feast, and a glass of Champagne.",By Elian Peltier,The New York Times,2021-02-10T18:04:48+0000,https://www.nytimes.com/2021/02/10/world/europe/sister-andre-covid19.html
"Because of Covid-19, Even Getting to the Australian Open Is a Battle","Players not only must be quarantined upon arrival, but then they are mostly confined to their rooms.",By Cindy Shmerler,International New York Times,2021-02-06T23:44:45+0000,https://www.nytimes.com/2021/02/06/sports/tennis/australian-open-covid-tournament.html
See How the Vaccine Rollout Is Going in Your County and State,"See where doses have gone, and who is eligible for a shot in each state.",By The New York Times,The New York Times,2020-12-17T02:50:39+0000,https://www.nytimes.com/interactive/2020/us/covid-19-vaccine-doses.html
"Lawmaker Promoted Stem Cell Therapy for Covid-19 in Fraud Scheme, U.S. Says","Tricia Derges, a Republican state representative in Missouri, falsely claimed to patients at her medical clinic that she was injecting them with stem cells, prosecutors said.",By Neil Vigdor,The New York Times,2021-02-04T01:59:46+0000,https://www.nytimes.com/2021/02/03/us/Tricia-Derges-fake-stem-cell-cure-covid.html
Behind the Lines of Britain’s Covid War,"The government has laid out plans for gradual reopening. But in cramped intensive care wards, teeming with patients and doctors near despair, the battle is unrelenting.",By Andrew Testa and Alan Cowell,The New York Times,2021-03-01T05:07:17+0000,https://www.nytimes.com/interactive/2021/03/01/world/europe/uk-covid-pandemic.html
"C.D.C. Traces Covid Outbreaks in Gyms, Urging Stricter Precautions","Coronavirus cases at fitness centers in Chicago and Honolulu were linked to carelessness about masks and symptoms, federal health officials found.",By Roni Caryn Rabin,The New York Times,2021-02-24T22:46:37+0000,https://www.nytimes.com/2021/02/24/health/coronavirus-gyms-outbreaks.html
"One Case, Total Lockdown: Australia’s Lessons for a Pandemic World","The country’s short, sharp responses have repeatedly subdued the virus and allowed a return to near normalcy. Now its model is being applied to Perth, its fourth-largest city.",By Damien Cave,The New York Times,2021-02-01T09:51:32+0000,https://www.nytimes.com/2021/02/01/world/australia/perth-lockdown.html
The Covid Emergency Must End,We might be able to achieve normalcy by summer. Our leaders should embrace the possibility.,By Ross Douthat,The New York Times,2021-02-23T10:00:12+0000,https://www.nytimes.com/2021/02/23/opinion/covid-emergency-biden-fauci.html
"When Covid Hit Nursing Homes, Part 1: ‘My Mother Died Alone’","In the first of two episodes on what went wrong in New York’s nursing homes, we look at the crisis through the eyes of a bereaved daughter.",,The New York Times,2021-02-23T11:00:08+0000,https://www.nytimes.com/2021/02/23/podcasts/the-daily/coronavirus-nursing-homes.html
"Nursing Homes, Once Hotspots, Far Outpace U.S. in Covid Declines","New cases among residents of nursing homes have dropped more than 80 percent since vaccines became available, and deaths have decreased by more than 65 percent.","By Matthew Conlen, Sarah Mervosh and Danielle Ivory",The New York Times,2021-02-25T10:00:03+0000,https://www.nytimes.com/interactive/2021/02/25/us/nursing-home-covid-vaccine.html
Biden Marks Covid Milestone in Emotional White House Ceremony,"Speaking somberly and drawing on his own personal experience, President Biden sought not only to honor the dead, but also to comfort those who have lost loved ones.",By David E. Sanger and Sheryl Gay Stolberg,The New York Times,2021-02-23T01:50:56+0000,https://www.nytimes.com/2021/02/22/us/politics/biden-covid-milestone.html
D.C.’s Mayor Mourned Covid’s Unequal Toll. Her Sister Is the Latest Victim.,"As the number of coronavirus deaths in the city reached 1,000 this week, three-fourths of the dead were Black.",By Nicholas Bogel-Burroughs and Campbell Robertson,The New York Times,2021-02-26T00:47:28+0000,https://www.nytimes.com/2021/02/25/us/muriel-bowser-mercia-covid-washington.html
This 105-Year-Old Beat Covid. She Credits Gin-Soaked Raisins.,"Lucia DeClerck, the oldest resident of her New Jersey nursing home, tested positive for the virus on her 105th birthday, one day after her second vaccine shot.",By Tracey Tully,The New York Times,2021-02-23T10:00:15+0000,https://www.nytimes.com/2021/02/23/nyregion/new-jersey-lucia-declerck-covid.html
Which Vaccine Should You Get?,"When there are multiple shots of varying effectiveness, take whatever is available to you first.",By Bruce Y. Lee,The New York Times,2021-02-26T10:00:15+0000,https://www.nytimes.com/2021/02/26/opinion/us-covid-vaccines.html
Ghana Receives First Vaccine Shipment Through Covax,Ghana on Wednesday became the first country to receive a shipment of coronavirus vaccines through the World Health Organization’s Covax distribution program.,By Reuters,The New York Times,2021-02-25T02:58:08+0000,https://www.nytimes.com/video/world/africa/100000007623218/ghana-covax-coronavirus-vaccine.html
Biden Announces 50 Million Vaccinations Since Taking Office,"President Biden said on Thursday that 50 million coronavirus vaccines have been administered since Jan. 20, a halfway point toward his goal of administering 100 million in his first 100 days in office.",By The New York Times,The New York Times,2021-02-25T22:24:04+0000,https://www.nytimes.com/video/us/politics/100000007624778/biden-administration-50-million-vaccinations.html
