Technology Executive Apologizes After Dozens of Event Attendees Contract Covid-19,"Peter Diamandis thought extensive testing could help create an “immunity bubble” for a conference in Culver City, Calif. It didn’t work. “I hope others can learn from my mistakes,” he said.",By Jacey Fortin,The New York Times,2021-02-16T22:45:32+0000,https://www.nytimes.com/2021/02/16/us/peter-diamandis-covid-ca.html
"As Brazil faces record Covid-19 deaths, a variant-fueled surge and lagging vaccinations, Bolsonaro disparages masks.","The president says that the pandemic precaution can lead to headaches, difficulty concentrating and a “decreased perception of happiness.”",By Ernesto Londoño,The New York Times,2021-02-26T15:36:22+0000,https://www.nytimes.com/2021/02/26/world/Bolsonaro-face-masks.html
"One Pfizer dose offers robust protection for those who have had Covid-19, studies find.",Two new pieces of research add strong evidence to the case for giving just a single dose of the Pfizer vaccine to people who have antibodies against the virus.,By Benjamin Mueller,The New York Times,2021-02-26T10:02:40+0000,https://www.nytimes.com/2021/02/26/world/pfizer-vaccine-protection.html
Another antibody therapy is authorized for high-risk Covid-19 patients.,Researchers hope Eli Lilly’s new combination therapy will be better able to fight virus variants than a similar treatment already in use.,By Rebecca Robbins,The New York Times,2021-02-10T03:21:10+0000,https://www.nytimes.com/2021/02/09/world/covid-coronavirus-lilly-antibody-treatment.html
The televangelist Frederick K.C. Price has died at 89 of complications from Covid-19.,"Frederick K.C. Price, who founded a megachurch and televangelism broadcast that made him a popular voice for Black Christians, died on Friday evening of complications from Covid-19, a spokeswoman for the family said. He was 89.",By Bryan Pietsch,The New York Times,2021-02-13T23:10:42+0000,https://www.nytimes.com/2021/02/13/world/covid-frederick-kc-price.html
Opera Singers Help Covid-19 Patients Learn to Breathe Again,A six-week program developed by the English National Opera and a London hospital offers customized vocal lessons to aid coronavirus recovery.,By Andrew Dickson,The New York Times,2021-02-16T15:26:18+0000,https://www.nytimes.com/2021/02/16/arts/music/opera-singers-covid-19-treatment-eno-breathe.html
‘What’s the Point?’ Young People’s Despair Deepens as Covid-19 Crisis Drags On,Experts paint a grim picture of the struggle with lockdown isolation — a “mental health pandemic” that should be treated as seriously as containing the coronavirus.,By Isabella Kwai and Elian Peltier,The New York Times,2021-02-14T16:01:57+0000,https://www.nytimes.com/2021/02/14/world/europe/youth-mental-health-covid.html
"For This College Athlete, Covid-19 Was Just the Start of a Nightmare","After learning she had myocarditis, an inflammation of the heart that has been linked to some Covid cases, Vanderbilt basketball player Demi Washington spent months hoping she could play again someday.",By Kurt Streeter,The New York Times,2021-02-12T10:00:17+0000,https://www.nytimes.com/2021/02/12/sports/ncaabasketball/college-sports-myocarditis.html
N.Y. Restaurant Fires Waitress Who Wouldn’t Get Covid-19 Vaccine,"Bonnie Jacobson, 34, said she was not necessarily opposed to getting vaccinated, but wanted to study the potential effect on fertility first.",By Matthew Haag,The New York Times,2021-02-17T22:51:49+0000,https://www.nytimes.com/2021/02/17/nyregion/waitress-fired-covid-19-vaccine-refusal.html
"On Taiwan’s New Passport, the Incredible Shrinking ‘Republic of China’","Officials said the redesign was an attempt to disassociate Taiwanese citizens from those on the mainland, who faced travel restrictions amid the pandemic.",By Livia Albeck-Ripka,The New York Times,2021-01-11T10:58:58+0000,https://www.nytimes.com/2021/01/11/world/asia/taiwan-new-passport.html
Jobs Recovery Goes Into Reverse as Pandemic Takes a New Toll,"U.S. employment fell by 140,000 in December as virus cases surged. Leisure and hospitality businesses were hit hard, but some industries showed growth.",By Ben Casselman,The New York Times,2021-01-08T23:14:27+0000,https://www.nytimes.com/2021/01/08/business/economy/december-2020-jobs-report.html
New Data Triples Russia’s Covid-19 Death Toll,"The statistics agency said 230,000 more people died through November of this year than did in 2019, a hike attributable to the virus. Russia could jump to third among countries by number of Covid deaths.",By Andrew Higgins,The New York Times,2020-12-29T15:06:36+0000,https://www.nytimes.com/2020/12/29/world/europe/russia-coronavirus-death-toll.html
Early Vaccine Doubters Now Show a Willingness to Roll Up Their Sleeves,"Polls show that pervasive skepticism is melting, partly because of the high efficacy rates in trials and the images of real people getting the shot.",By Jan Hoffman,The New York Times,2020-12-26T14:08:48+0000,https://www.nytimes.com/2020/12/26/health/covid-vaccine-hesitancy.html
Australia Begins Covid-19 Vaccination Campaign,"Australia began vaccinating its population against Covid-19 on Sunday. Jane Malysiak, 84, a resident of a nursing home in Sydney, and Prime Minister Scott Morrison were among the first to receive a vaccine.",By Reuters,Reuters,2021-02-21T16:35:37+0000,https://www.nytimes.com/video/world/australia/100000007616548/australia-coronavirus-vaccinations.html
White House Announces Increase in Covid-19 Vaccine Distribution,"On Tuesday, the White House press secretary Jen Psaki announced that federal vaccine distribution would increase. Ms. Psaki also said that President Biden would visit Texas to survey a vaccine site impacted by the recent winter storm.",By Associated Press,AP,2021-02-23T20:14:26+0000,https://www.nytimes.com/video/us/politics/100000007620317/covid-vaccine-increase.html
Helping People Find Covid-19 Vaccines Is Aim of C.D.C.-Backed Site,VaccineFinder.org is an ambitious but limited attempt to simplify Americans’ search for vaccines.,By Rebecca Robbins and Sheryl Gay Stolberg,The New York Times,2021-02-25T00:38:49+0000,https://www.nytimes.com/2021/02/24/business/vaccine-finder-org.html
Johnson & Johnson Begins Covid-19 Vaccine Distribution,Johnson & Johnson said it would start shipping millions of doses early this week after the Food and Drug Administration granted emergency use authorization for its vaccine on Saturday.,By The Associated Press,The New York Times,2021-03-01T17:57:38+0000,https://www.nytimes.com/video/us/100000007630214/johnson-johnson-coronavirus-vaccine.html
What to Know About California’s Covid-19 Relief,Monday: Information about who’s eligible for state pandemic aid and how to get it. Also: The Golden Globes.,By Priya Arora and Jill Cowan,The New York Times,2021-03-01T13:55:41+0000,https://www.nytimes.com/2021/03/01/us/california-covid-19-relief.html
See How Covid-19 Has Tested the Limits of Hospitals and Staff,"Throughout the past year, the long stays and close monitoring required to care for Covid-19 patients have presented an uphill battle for medical workers.","By John Keefe, Yuliya Parshina-Kottas and Sheri Fink",The New York Times,2021-02-23T10:00:02+0000,https://www.nytimes.com/interactive/2021/02/23/us/covid-hospital-icu.html
Meet the key members of Biden’s Covid-19 response team.,Read more about the plans by top officials to move toward something resembling normalcy.,By Karen Zraick,The New York Times,2021-02-24T10:00:18+0000,https://www.nytimes.com/2021/02/24/us/bidens-covid-19-response-team.html
Watch Live: Biden Delivers Remarks on Lives Lost to Covid-19,"On Monday, President Biden honors the lives lost to Covid-19 as the United States nears 500,000 deaths, followed by a candle-lighting ceremony.",By The Associated Press,The New York Times,2021-02-22T22:30:38+0000,https://www.nytimes.com/video/us/politics/100000007617869/biden-covid-deaths.html
"New Covid-19 Infections Have Fallen to Half in Europe, W.H.O. Says",Heightened restrictions on social interaction have caused the rates of Covid-19 cases to fall in Europe. But the World Health Organization cautioned that new cases were still 10 times as high as they were last May.,By The Associated Press,The New York Times,2021-02-25T20:17:16+0000,https://www.nytimes.com/video/world/europe/100000007624444/who-coronavirus-europe.html
Should I Get a Covid-19 Vaccine When Others Need It More?,The magazine’s Ethicist columnist on what should determine eligibility for the Covid-19 vaccine and more.,By Kwame Anthony Appiah,The New York Times,2021-02-23T10:00:07+0000,https://www.nytimes.com/2021/02/23/magazine/should-i-get-a-covid-19-vaccine-when-others-need-it-more.html
A Dismal Spring Awaits Unless We Slow the Spread of Covid-19,How soon life returns to normal depends on what we do now.,"By Ezekiel J. Emanuel, Rick Bright and Céline Gounder",The New York Times,2021-02-17T10:00:15+0000,https://www.nytimes.com/2021/02/17/opinion/covid-19-precautions.html
Covid-19 Is ‘Probably Going to End My Career’,"Being a nurse was already hard. But in the pandemic, it’s become almost impossible.",By Theresa Brown,The New York Times,2021-02-25T10:00:15+0000,https://www.nytimes.com/2021/02/25/opinion/nursing-crisis-coronavirus.html
"Ohio Finds 4,000 Unreported Covid-19 Deaths","Ohio officials said on Thursday they discovered about 4,000 overlooked Covid-19 deaths that occurred over the past several months after the state’s Health Department said the deaths had not been properly merged between the internal death certificate database and the federal database.",By The Associated Press,The New York Times,2021-02-12T19:49:39+0000,https://www.nytimes.com/video/us/politics/100000007602573/mike-dewine-ohio-coronavirus-deaths.html
Trump Was Sicker Than Acknowledged With Covid-19,"When he was hospitalized with the coronavirus in October, his blood oxygen levels had plunged and officials feared he was on the verge of being placed on a ventilator.","By Noah Weiland, Maggie Haberman, Mark Mazzetti and Annie Karni",The New York Times,2021-02-11T20:50:25+0000,https://www.nytimes.com/2021/02/11/us/politics/trump-coronavirus.html
"The Biden administration buys 100,000 doses of a combination antibody treatment for high-risk Covid-19 patients.","The government will pay $210 million for the doses, which Eli Lilly will ship by the end of March.",By Rebecca Robbins,The New York Times,2021-02-26T16:50:01+0000,https://www.nytimes.com/2021/02/26/world/bamlanivimab-etesevimab-eli-lilly-monoclonal-antibodies.html
Three Men Are Accused in Scheme to Sell Covid-19 Vaccines,"Prosecutors said the men created a fake duplicate of the Moderna website to fraudulently sell doses of the vaccine, which they never had.",By Concepción de León,The New York Times,2021-02-12T22:09:48+0000,https://www.nytimes.com/2021/02/12/us/baltimore-covid-vaccine-fraud.html
Share Your Memories of Someone You Lost to Covid-19,"We want to hear from those who have lost a teacher, a brother, a bandmate or any of the other more than 430,000 Americans who have died in the pandemic.",By The New York Times,The New York Times,2021-01-30T00:20:47+0000,https://www.nytimes.com/2021/01/29/us/covid19-deaths-memory-grief.html
White House Covid-19 Team Warns of Virus Variants,Members of President Biden’s coronavirus response team said they are increasing surveillance of potentially dangerous Covid-19 mutations.,By Reuters,Reuters,2021-01-27T19:44:08+0000,https://www.nytimes.com/video/us/politics/100000007573563/white-house-coronavirus-briefing.html
How Full Are Hospital I.C.U.s Near You?,"See how many Covid-19 patients are being treated, and how many I.C.U. beds remain available, at individual U.S. hospitals.","By Matthew Conlen, John Keefe, Lauren Leatherby and Charlie Smart",The New York Times,2020-12-15T16:33:01+0000,https://www.nytimes.com/interactive/2020/us/covid-hospitals-near-you.html
Answers to All Your Questions About Getting Vaccinated for Covid-19,"Times reporters answered questions from readers about getting the vaccine, what to expect and what happens next.",By The New York Times,The New York Times,2021-01-27T23:27:22+0000,https://www.nytimes.com/interactive/2021/well/covid-vaccine-questions.html
"Never mind the skeptics, officials say: Hank Aaron’s death had nothing to do with the Covid-19 vaccine.","Anti-vaccine activists, including Robert F. Kennedy Jr., are seizing on the baseball legend’s death to suggest — without evidence — that there might be a link to his Covid vaccination.",By Rick Rojas and Denise Grady,The New York Times,2021-01-31T19:45:53+0000,https://www.nytimes.com/2021/01/31/us/hank-aaron-death-covid-vaccine.html
Watch Live: Biden Delivers Remarks on the Fight Against Covid-19,President Biden addresses the fight against the coronavirus pandemic from the White House.,By The New York Times,The New York Times,2021-01-26T21:15:08+0000,https://www.nytimes.com/video/us/elections/100000007571805/watch-live-biden-covid-briefing.html
Is It OK to Enroll in a Covid-19 Vaccine Trial If I Might Drop Out?,The magazine’s Ethicist columnist on the importance of control groups and elderly parents’ risky behavior.,By Kwame Anthony Appiah,The New York Times,2021-01-26T10:00:02+0000,https://www.nytimes.com/2021/01/26/magazine/is-it-ok-to-enroll-in-a-covid-19-vaccine-trial-if-i-might-drop-out.html
‘It’s Numbing’: Nine Retired Nuns in Michigan Die of Covid-19,"The deaths add to what is becoming a familiar trend in the spread of the virus as it devastates religious congregate communities by infecting retired, aging populations of nuns and sisters.",By Christine Hauser and Concepción de León,The New York Times,2021-01-29T22:48:07+0000,https://www.nytimes.com/2021/01/29/us/nuns-covid-deaths.html
"A Covid Vaccine Side Effect, Enlarged Lymph Nodes, Can Be Mistaken for Cancer",The condition is becoming more common as immunization rates increase. Experts are suggesting ways to ease patients’ fears and avoid needless testing.,By Denise Grady,The New York Times,2021-03-01T20:14:58+0000,https://www.nytimes.com/2021/03/01/health/covid-vaccine-lymph-nodes.html
How the Search for Covid-19 Treatments Faltered While Vaccines Sped Ahead,Vaccine development exceeded everyone’s expectations. But the next few months will still bring many sick people — and doctors have woefully few drugs with which to treat them.,By Carl Zimmer,The New York Times,2021-01-30T10:00:17+0000,https://www.nytimes.com/2021/01/30/health/covid-drugs-antivirals.html
Behind the Lines of Britain’s Covid War,"The government has laid out plans for gradual reopening. But in cramped intensive care wards, teeming with patients and doctors near despair, the battle is unrelenting.",By Andrew Testa and Alan Cowell,The New York Times,2021-03-01T05:07:17+0000,https://www.nytimes.com/interactive/2021/03/01/world/europe/uk-covid-pandemic.html
"One Case, Total Lockdown: Australia’s Lessons for a Pandemic World","The country’s short, sharp responses have repeatedly subdued the virus and allowed a return to near normalcy. Now its model is being applied to Perth, its fourth-largest city.",By Damien Cave,The New York Times,2021-02-01T09:51:32+0000,https://www.nytimes.com/2021/02/01/world/australia/perth-lockdown.html
The Covid Emergency Must End,We might be able to achieve normalcy by summer. Our leaders should embrace the possibility.,By Ross Douthat,The New York Times,2021-02-23T10:00:12+0000,https://www.nytimes.com/2021/02/23/opinion/covid-emergency-biden-fauci.html
Has China Done Too Well Against Covid-19?,The country doesn’t care enough about vaccination because of a false sense of security.,By Yanzhong Huang,The New York Times,2021-01-24T16:00:12+0000,https://www.nytimes.com/2021/01/24/opinion/china-covid-vaccine.html
"When Covid Hit Nursing Homes, Part 1: ‘My Mother Died Alone’","In the first of two episodes on what went wrong in New York’s nursing homes, we look at the crisis through the eyes of a bereaved daughter.",,The New York Times,2021-02-23T11:00:08+0000,https://www.nytimes.com/2021/02/23/podcasts/the-daily/coronavirus-nursing-homes.html
"Nursing Homes, Once Hotspots, Far Outpace U.S. in Covid Declines","New cases among residents of nursing homes have dropped more than 80 percent since vaccines became available, and deaths have decreased by more than 65 percent.","By Matthew Conlen, Sarah Mervosh and Danielle Ivory",The New York Times,2021-02-25T10:00:03+0000,https://www.nytimes.com/interactive/2021/02/25/us/nursing-home-covid-vaccine.html
Tyler Perry Gets Covid-19 Vaccine on TV to Reassure Black Skeptics,The Madea creator and studio head talks about the history of the medical and government establishment’s exploitation of Black people.,By Cara Buckley,The New York Times,2021-01-29T02:30:06+0000,https://www.nytimes.com/2021/01/28/arts/tyler-perry-covid-vaccine-skeptics.html
D.C.’s Mayor Mourned Covid’s Unequal Toll. Her Sister Is the Latest Victim.,"As the number of coronavirus deaths in the city reached 1,000 this week, three-fourths of the dead were Black.",By Nicholas Bogel-Burroughs and Campbell Robertson,The New York Times,2021-02-26T00:47:28+0000,https://www.nytimes.com/2021/02/25/us/muriel-bowser-mercia-covid-washington.html
Biden Marks Covid Milestone in Emotional White House Ceremony,"Speaking somberly and drawing on his own personal experience, President Biden sought not only to honor the dead, but also to comfort those who have lost loved ones.",By David E. Sanger and Sheryl Gay Stolberg,The New York Times,2021-02-23T01:50:56+0000,https://www.nytimes.com/2021/02/22/us/politics/biden-covid-milestone.html
This 105-Year-Old Beat Covid. She Credits Gin-Soaked Raisins.,"Lucia DeClerck, the oldest resident of her New Jersey nursing home, tested positive for the virus on her 105th birthday, one day after her second vaccine shot.",By Tracey Tully,The New York Times,2021-02-23T10:00:15+0000,https://www.nytimes.com/2021/02/23/nyregion/new-jersey-lucia-declerck-covid.html
Which Vaccine Should You Get?,"When there are multiple shots of varying effectiveness, take whatever is available to you first.",By Bruce Y. Lee,The New York Times,2021-02-26T10:00:15+0000,https://www.nytimes.com/2021/02/26/opinion/us-covid-vaccines.html
Lessons From Los Angeles’s Deadly Winter,Monday: A Times reporter who spent days inside Martin Luther King Jr. Community Hospital at the height of the surge discusses what we should learn.,By Jill Cowan and Sheri Fink,The New York Times,2021-02-22T13:46:42+0000,https://www.nytimes.com/2021/02/22/us/los-angeles-covid.html
