Another antibody therapy is authorized for high-risk Covid-19 patients.,Researchers hope Eli Lilly’s new combination therapy will be better able to fight virus variants than a similar treatment already in use.,By Rebecca Robbins,The New York Times,2021-02-10T03:21:10+0000,https://www.nytimes.com/2021/02/09/world/covid-coronavirus-lilly-antibody-treatment.html
The televangelist Frederick K.C. Price has died at 89 of complications from Covid-19.,"Frederick K.C. Price, who founded a megachurch and televangelism broadcast that made him a popular voice for Black Christians, died on Friday evening of complications from Covid-19, a spokeswoman for the family said. He was 89.",By Bryan Pietsch,The New York Times,2021-02-13T23:10:42+0000,https://www.nytimes.com/2021/02/13/world/covid-frederick-kc-price.html
Opera Singers Help Covid-19 Patients Learn to Breathe Again,A six-week program developed by the English National Opera and a London hospital offers customized vocal lessons to aid coronavirus recovery.,By Andrew Dickson,The New York Times,2021-02-16T15:26:18+0000,https://www.nytimes.com/2021/02/16/arts/music/opera-singers-covid-19-treatment-eno-breathe.html
‘What’s the Point?’ Young People’s Despair Deepens as Covid-19 Crisis Drags On,Experts paint a grim picture of the struggle with lockdown isolation — a “mental health pandemic” that should be treated as seriously as containing the coronavirus.,By Isabella Kwai and Elian Peltier,The New York Times,2021-02-14T16:01:57+0000,https://www.nytimes.com/2021/02/14/world/europe/youth-mental-health-covid.html
"For This College Athlete, Covid-19 Was Just the Start of a Nightmare","After learning she had myocarditis, an inflammation of the heart that has been linked to some Covid cases, Vanderbilt basketball player Demi Washington spent months hoping she could play again someday.",By Kurt Streeter,The New York Times,2021-02-12T10:00:17+0000,https://www.nytimes.com/2021/02/12/sports/ncaabasketball/college-sports-myocarditis.html
N.Y. Restaurant Fires Waitress Who Wouldn’t Get Covid-19 Vaccine,"Bonnie Jacobson, 34, said she was not necessarily opposed to getting vaccinated, but wanted to study the potential effect on fertility first.",By Matthew Haag,The New York Times,2021-02-17T22:51:49+0000,https://www.nytimes.com/2021/02/17/nyregion/waitress-fired-covid-19-vaccine-refusal.html
The Newest Diplomatic Currency: Covid-19 Vaccines,"India, China, the U.A.E. and others dole out donations in countries where they seek sway. In some cases, they are sending doses despite pressing needs at home.",By Mujib Mashal and Vivian Yee,The New York Times,2021-02-11T10:00:20+0000,https://www.nytimes.com/2021/02/11/world/asia/vaccine-diplomacy-india-china.html
"New York Sues Amazon, Saying It Inadequately Protected Workers From Covid-19",The case focuses on two of the company’s facilities in New York.,By Karen Weise,The New York Times,2021-02-17T02:57:44+0000,https://www.nytimes.com/2021/02/16/technology/amazon-new-york-lawsuit-covid.html
Amazon Sues New York Attorney General to Block Covid-19 Charges,"The company said the attorney general, Letitia James, had overstepped her authority in investigating workplace safety.",By Karen Weise,The New York Times,2021-02-12T18:58:11+0000,https://www.nytimes.com/2021/02/12/technology/amazon-letitia-james-coronavirus.html
What the World Can Learn About Covid-19 From the Seahawks and Browns,The N.F.L. rolled out a grand experiment to play a not-at-all socially distanced sport in a pandemic. The Times went behind the scenes with the Seattle Seahawks and the Cleveland Browns to understand how the science and the upheaval played out.,"By Robin Stein, Danielle Miller and Ken Belson",The New York Times,2021-02-05T10:13:06+0000,https://www.nytimes.com/video/sports/100000007560854/nfl-2020-season-covid.html
Mapping Los Angeles’s Unequal Covid-19 Surge,"Monday: A New York Times interactive map shows the uneven toll of the virus, neighborhood by neighborhood, on the nation’s most populous county.",By Jill Cowan,The New York Times,2021-02-01T13:54:08+0000,https://www.nytimes.com/2021/02/01/us/los-angeles-covid-19.html
What the World Can Learn About Covid-19 From the Seahawks and Browns,The N.F.L. rolled out a grand experiment to play a not-at-all socially distanced sport in a pandemic. The Times went behind the scenes with the Seattle Seahawks and the Cleveland Browns to understand how the science and the upheaval played out.,"By Robin Stein, Danielle Miller and Ken Belson",The New York Times,2021-02-05T10:13:06+0000,https://www.nytimes.com/video/sports/100000007560854/nfl-2020-season-covid.html
A French Nun Turns 117 After Knocking Down Covid-19,"Sister André was expected to celebrate her victory against the virus and her birthday on Thursday with a feast, and a glass of Champagne.",By Elian Peltier,The New York Times,2021-02-10T18:04:48+0000,https://www.nytimes.com/2021/02/10/world/europe/sister-andre-covid19.html
"Because of Covid-19, Even Getting to the Australian Open Is a Battle","Players not only must be quarantined upon arrival, but then they are mostly confined to their rooms.",By Cindy Shmerler,International New York Times,2021-02-06T23:44:45+0000,https://www.nytimes.com/2021/02/06/sports/tennis/australian-open-covid-tournament.html
See How the Vaccine Rollout Is Going in Your County and State,"See where doses have gone, and who is eligible for a shot in each state.",By The New York Times,The New York Times,2020-12-17T02:50:39+0000,https://www.nytimes.com/interactive/2020/us/covid-19-vaccine-doses.html
"Lawmaker Promoted Stem Cell Therapy for Covid-19 in Fraud Scheme, U.S. Says","Tricia Derges, a Republican state representative in Missouri, falsely claimed to patients at her medical clinic that she was injecting them with stem cells, prosecutors said.",By Neil Vigdor,The New York Times,2021-02-04T01:59:46+0000,https://www.nytimes.com/2021/02/03/us/Tricia-Derges-fake-stem-cell-cure-covid.html
Share Your Memories of Someone You Lost to Covid-19,"We want to hear from those who have lost a teacher, a brother, a bandmate or any of the other more than 430,000 Americans who have died in the pandemic.",By The New York Times,The New York Times,2021-01-30T00:20:47+0000,https://www.nytimes.com/2021/01/29/us/covid19-deaths-memory-grief.html
White House Covid-19 Team Warns of Virus Variants,Members of President Biden’s coronavirus response team said they are increasing surveillance of potentially dangerous Covid-19 mutations.,By Reuters,Reuters,2021-01-27T19:44:08+0000,https://www.nytimes.com/video/us/politics/100000007573563/white-house-coronavirus-briefing.html
How Full Are Hospital I.C.U.s Near You?,"See how many Covid-19 patients are being treated, and how many I.C.U. beds remain available, at individual U.S. hospitals.","By Matthew Conlen, John Keefe, Lauren Leatherby and Charlie Smart",The New York Times,2020-12-15T16:33:01+0000,https://www.nytimes.com/interactive/2020/us/covid-hospitals-near-you.html
Answers to All Your Questions About Getting Vaccinated for Covid-19,"Times reporters answered questions from readers about getting the vaccine, what to expect and what happens next.",By The New York Times,The New York Times,2021-01-27T23:27:22+0000,https://www.nytimes.com/interactive/2021/well/covid-vaccine-questions.html
"Never mind the skeptics, officials say: Hank Aaron’s death had nothing to do with the Covid-19 vaccine.","Anti-vaccine activists, including Robert F. Kennedy Jr., are seizing on the baseball legend’s death to suggest — without evidence — that there might be a link to his Covid vaccination.",By Rick Rojas and Denise Grady,The New York Times,2021-01-31T19:45:53+0000,https://www.nytimes.com/2021/01/31/us/hank-aaron-death-covid-vaccine.html
Watch Live: Biden Delivers Remarks on the Fight Against Covid-19,President Biden addresses the fight against the coronavirus pandemic from the White House.,By The New York Times,The New York Times,2021-01-26T21:15:08+0000,https://www.nytimes.com/video/us/elections/100000007571805/watch-live-biden-covid-briefing.html
Is It OK to Enroll in a Covid-19 Vaccine Trial If I Might Drop Out?,The magazine’s Ethicist columnist on the importance of control groups and elderly parents’ risky behavior.,By Kwame Anthony Appiah,The New York Times,2021-01-26T10:00:02+0000,https://www.nytimes.com/2021/01/26/magazine/is-it-ok-to-enroll-in-a-covid-19-vaccine-trial-if-i-might-drop-out.html
"A Covid Vaccine Side Effect, Enlarged Lymph Nodes, Can Be Mistaken for Cancer",The condition is becoming more common as immunization rates increase. Experts are suggesting ways to ease patients’ fears and avoid needless testing.,By Denise Grady,The New York Times,2021-03-01T20:14:58+0000,https://www.nytimes.com/2021/03/01/health/covid-vaccine-lymph-nodes.html
‘It’s Numbing’: Nine Retired Nuns in Michigan Die of Covid-19,"The deaths add to what is becoming a familiar trend in the spread of the virus as it devastates religious congregate communities by infecting retired, aging populations of nuns and sisters.",By Christine Hauser and Concepción de León,The New York Times,2021-01-29T22:48:07+0000,https://www.nytimes.com/2021/01/29/us/nuns-covid-deaths.html
What Can Covid-19 Teach Us About the Mysteries of Smell?,The virus’s strangest symptom has opened new doors to understanding our most neglected sense.,By Brooke Jarvis,The New York Times,2021-01-28T10:00:05+0000,https://www.nytimes.com/2021/01/28/magazine/covid-smell-science.html
"Weekly Health Quiz: Diet, Weight and Covid",Test your knowledge of this week’s health news.,By Toby Bilanow,The New York Times,2021-02-26T10:00:03+0000,https://www.nytimes.com/interactive/2021/02/26/well/live/26healthquiz-02262021.html
People of Color Face the Most Pandemic Housing Insecurity,Census Bureau data show how households have struggled to stay current on rent and mortgage payments during the pandemic.,By Michael Kolomatsky,The New York Times,2021-01-28T14:00:09+0000,https://www.nytimes.com/2021/01/28/realestate/people-of-color-rent-mortgage-pandemic.html
"Germans Clamor for Covid Vaccines, but Shun AstraZeneca’s Offering",Hundreds of thousands of AstraZeneca doses are sitting unopened as many Germans reject the vaccine over fears it is “second-class” compared to the one developed by BioNTech and Pfizer.,By Melissa Eddy,The New York Times,2021-02-25T20:41:08+0000,https://www.nytimes.com/2021/02/25/world/europe/germany-coronavirus-vaccines-astrazeneca.html
How the Search for Covid-19 Treatments Faltered While Vaccines Sped Ahead,Vaccine development exceeded everyone’s expectations. But the next few months will still bring many sick people — and doctors have woefully few drugs with which to treat them.,By Carl Zimmer,The New York Times,2021-01-30T10:00:17+0000,https://www.nytimes.com/2021/01/30/health/covid-drugs-antivirals.html
Landlords Eager for Covid-Era Revamps Are Finding Hungry Investors,The growing attraction of short-term real estate loans during the pandemic is making it easier to borrow to refurbish properties.,By Matt Phillips,The New York Times,2021-02-25T16:45:31+0000,https://www.nytimes.com/2021/02/25/business/real-estate-refurbish-coronavirus.html
"When Covid Hit Nursing Homes, Part 2: ‘They’re Not Giving Us an Ending’","In the final part of our exploration of what happened in New York’s nursing homes, we ask: How did the decisions made by Gov. Andrew Cuomo contribute to the crisis?",,The New York Times,2021-02-24T11:00:07+0000,https://www.nytimes.com/2021/02/24/podcasts/the-daily/nursing-homes-coronavirus-andrew-cuomo-new-york.html
"Entering uncharted territory, the U.S. counts 500,000 Covid-related deaths.","In a single year, Covid-19 became a leading cause of death in the United States, rivaling heart disease and cancer, and has driven life expectancy down sharply. ","By Lucy Tompkins, Mitch Smith, Julie Bosman and Bryan Pietsch",The New York Times,2021-02-23T00:08:41+0000,https://www.nytimes.com/2021/02/22/us/us-covid-deaths-half-a-million.html
At-Home Coronavirus Testing Is Here,But does it work?,By Wudan Yan,The New York Times,2021-02-26T17:44:09+0000,https://www.nytimes.com/2021/02/26/well/live/at-home-covid-testing.html
Vulnerable Inmates Left in Prison as Covid Rages,"At a federal compound in Connecticut, inmates in precarious health “are like sitting ducks,” one lawyer said.",By Roni Caryn Rabin,The New York Times,2021-02-27T17:57:19+0000,https://www.nytimes.com/2021/02/27/health/coronavirus-prisons-danbury.html
Behind the Lines of Britain’s Covid War,"The government has laid out plans for gradual reopening. But in cramped intensive care wards, teeming with patients and doctors near despair, the battle is unrelenting.",By Andrew Testa and Alan Cowell,The New York Times,2021-03-01T05:07:17+0000,https://www.nytimes.com/interactive/2021/03/01/world/europe/uk-covid-pandemic.html
"C.D.C. Traces Covid Outbreaks in Gyms, Urging Stricter Precautions","Coronavirus cases at fitness centers in Chicago and Honolulu were linked to carelessness about masks and symptoms, federal health officials found.",By Roni Caryn Rabin,The New York Times,2021-02-24T22:46:37+0000,https://www.nytimes.com/2021/02/24/health/coronavirus-gyms-outbreaks.html
"One Case, Total Lockdown: Australia’s Lessons for a Pandemic World","The country’s short, sharp responses have repeatedly subdued the virus and allowed a return to near normalcy. Now its model is being applied to Perth, its fourth-largest city.",By Damien Cave,The New York Times,2021-02-01T09:51:32+0000,https://www.nytimes.com/2021/02/01/world/australia/perth-lockdown.html
The Covid Emergency Must End,We might be able to achieve normalcy by summer. Our leaders should embrace the possibility.,By Ross Douthat,The New York Times,2021-02-23T10:00:12+0000,https://www.nytimes.com/2021/02/23/opinion/covid-emergency-biden-fauci.html
Has China Done Too Well Against Covid-19?,The country doesn’t care enough about vaccination because of a false sense of security.,By Yanzhong Huang,The New York Times,2021-01-24T16:00:12+0000,https://www.nytimes.com/2021/01/24/opinion/china-covid-vaccine.html
"When Covid Hit Nursing Homes, Part 1: ‘My Mother Died Alone’","In the first of two episodes on what went wrong in New York’s nursing homes, we look at the crisis through the eyes of a bereaved daughter.",,The New York Times,2021-02-23T11:00:08+0000,https://www.nytimes.com/2021/02/23/podcasts/the-daily/coronavirus-nursing-homes.html
"Nursing Homes, Once Hotspots, Far Outpace U.S. in Covid Declines","New cases among residents of nursing homes have dropped more than 80 percent since vaccines became available, and deaths have decreased by more than 65 percent.","By Matthew Conlen, Sarah Mervosh and Danielle Ivory",The New York Times,2021-02-25T10:00:03+0000,https://www.nytimes.com/interactive/2021/02/25/us/nursing-home-covid-vaccine.html
Biden Marks Covid Milestone in Emotional White House Ceremony,"Speaking somberly and drawing on his own personal experience, President Biden sought not only to honor the dead, but also to comfort those who have lost loved ones.",By David E. Sanger and Sheryl Gay Stolberg,The New York Times,2021-02-23T01:50:56+0000,https://www.nytimes.com/2021/02/22/us/politics/biden-covid-milestone.html
D.C.’s Mayor Mourned Covid’s Unequal Toll. Her Sister Is the Latest Victim.,"As the number of coronavirus deaths in the city reached 1,000 this week, three-fourths of the dead were Black.",By Nicholas Bogel-Burroughs and Campbell Robertson,The New York Times,2021-02-26T00:47:28+0000,https://www.nytimes.com/2021/02/25/us/muriel-bowser-mercia-covid-washington.html
This 105-Year-Old Beat Covid. She Credits Gin-Soaked Raisins.,"Lucia DeClerck, the oldest resident of her New Jersey nursing home, tested positive for the virus on her 105th birthday, one day after her second vaccine shot.",By Tracey Tully,The New York Times,2021-02-23T10:00:15+0000,https://www.nytimes.com/2021/02/23/nyregion/new-jersey-lucia-declerck-covid.html
Which Vaccine Should You Get?,"When there are multiple shots of varying effectiveness, take whatever is available to you first.",By Bruce Y. Lee,The New York Times,2021-02-26T10:00:15+0000,https://www.nytimes.com/2021/02/26/opinion/us-covid-vaccines.html
Lessons From Los Angeles’s Deadly Winter,Monday: A Times reporter who spent days inside Martin Luther King Jr. Community Hospital at the height of the surge discusses what we should learn.,By Jill Cowan and Sheri Fink,The New York Times,2021-02-22T13:46:42+0000,https://www.nytimes.com/2021/02/22/us/los-angeles-covid.html
"Death, Through a Nurse’s Eyes",A short film offering a firsthand perspective of the brutality of the pandemic inside a Covid-19 I.C.U.,By Alexander Stockton and Lucy King,The New York Times,2021-02-24T09:50:02+0000,https://www.nytimes.com/video/opinion/100000007578176/covid-icu-nurses-arizona.html
Tyler Perry Gets Covid-19 Vaccine on TV to Reassure Black Skeptics,The Madea creator and studio head talks about the history of the medical and government establishment’s exploitation of Black people.,By Cara Buckley,The New York Times,2021-01-29T02:30:06+0000,https://www.nytimes.com/2021/01/28/arts/tyler-perry-covid-vaccine-skeptics.html
Biden administration officials tried to tamp down expectations for supplies of the Johnson & Johnson vaccine.,The committee’s approval echoed the Food and Drug Administration’s decision on Saturday to authorize the vaccine for emergency use.,By Sharon LaFraniere,The New York Times,2021-02-28T20:28:48+0000,https://www.nytimes.com/2021/02/28/world/cdc-johnson-and-johnson-vaccine.html
"Death, Through a Nurse’s Eyes",A short film offering a firsthand perspective of the brutality of the pandemic inside a Covid-19 I.C.U.,,The New York Times,2021-02-24T10:00:05+0000,https://www.nytimes.com/2021/02/24/opinion/covid-icu-nurses-arizona.html
Russians Escape North Korea on a Hand-Pushed Railcar,"Russia said some of its diplomats and their family members, including children, had used creative means to leave North Korea, which closed its borders over a year ago because of the pandemic.",By Ivan Nechepurenko and Mike Ives,The New York Times,2021-02-26T12:00:57+0000,https://www.nytimes.com/2021/02/26/world/europe/north-korea-russia-covid-railcar-trolley.html
