"It Didnâ€™t Go Away: COVID, COVID, COVID",,emptywheel.net,2020-11-09T10:00:11.000000Z,https://www.emptywheel.net/2020/11/09/it-didnt-go-away-covid-covid-covid/,"['politics', 'general', 'tech']",covid
Comparing Covid Cases to Covid Deaths,TweetHereâ€™s a letter to a reader of this blog: Mr. Horn: Thanks for your e-mail. Youâ€™re unhappy with my linking to a December 10th Facebook post by Nobel-la...,cafehayek.com,2020-12-14T12:10:15.000000Z,https://cafehayek.com/2020/12/comparing-covid-cases-to-covid-deaths.html,"['business', 'politics']",covid
Covid On Covid Violence,,liveleak.com,2020-12-24T15:39:42.000000Z,https://www.liveleak.com/view?t=ZaAd_1608824382,"['general', 'entertainment']",covid
"Coronavirus Today: ?COVID, COVID, pandemic, COVID?","Of all the issues facing the president, COVID-19 is the one he seems most determined to avoid, according to our Washington bureau chief, David Lauter.",app.buzzsumo.com,2020-10-23T05:03:07.000000Z,https://www.latimes.com/science/newsletter/2020-10-22/covid-19-pandemic-trump-biden-debate-coronavirus-today,['science'],covid
"Karnataka Resident Doctors Begin Protest, Says We're Taught Covid, Covid, Covid",Resident doctors across Karnataka are holding a symbolic protest to remind the government of what they say are deficiencies in the medical education department....,ndtv.com,2020-12-07T08:38:42.000000Z,https://www.ndtv.com/karnataka-news/karnataka-resident-doctors-begin-protest-says-were-taught-covid-covid-covid-2335257,"['general', 'politics']",covid
"Trump a mitraglia: ""Covid, Covid, Covid, in tv si parla solo di Covid, Covid, Covid"" (VIDEO)",,aol.com,2020-10-26T08:45:16.000000Z,https://www.huffingtonpost.it/entry/trump-show-covid-covid-covid-in-tv-si-parla-solo-di-covid-covid-covid_it_5f968b51c5b6a2e1fb630ca3,['general'],covid
"Trump in North Carolina: ?All you hear is Covid, Covid, Covid, Covid, Covid.?",,nytimes.com,2020-10-22T11:58:21.000000Z,https://www.nytimes.com/2020/10/22/world/trump-in-north-carolina-all-you-hear-is-covid-covid-covid-covid-covid.html,['general'],covid
"Trump in North Carolina: Â‘All you hear is Covid, Covid, Covid, Covid, Covid.Â’",,nytimes.com,2020-10-22T11:54:38.000000Z,https://www.nytimes.com/2020/10/22/us/elections/trump-in-north-carolina-all-you-hear-is-covid-covid-covid-covid-covid.html,['general'],covid
"Trump in North Carolina: Â‘All you hear is Covid, Covid, Covid, Covid, Covid.Â’",,nytimes.com,2020-10-22T00:56:15.000000Z,https://www.nytimes.com/2020/10/21/us/elections/trump-in-north-carolina-all-you-hear-is-covid-covid-covid-covid-covid.html,['general'],covid
"â€œCovid, covid, covid.â€",,crooked.com,2020-10-26T21:34:47.000000Z,https://crooked.com/podcast/covid-covid-covid/,"['politics', 'general']",covid
Covid sickness: Is nausea a symptom of Covid-19?,"NAUSEA is a common feeling that is caused by a number of things, but is nausea a symptom of Covid?",express.co.uk,2020-12-28T15:21:00.000000Z,https://www.express.co.uk/life-style/health/1377058/covid-sickness-is-nausea-a-symptom-of-covid-coronavirus-symptoms-evg,['health'],covid
Keeping Covid Perspective,TweetHereâ€™s a much-modified reply that I earlier posted on Facebook to a sympathetic Facebook friend who recently lost her father to Covid-19: Dear F.W.: I am...,cafehayek.com,2020-11-15T01:59:53.000000Z,https://cafehayek.com/2020/11/keeping-covid-perspective.html,"['business', 'politics']",covid
Covid-19 next year: Will either of the new Covid strains become Covid-20?,"COVID-19 has now split into several distinct strains since the pandemic ignited last year, with the UK currently in the throes of an 'out of control' outbreak o...",express.co.uk,2020-12-29T10:00:00.000000Z,https://www.express.co.uk/life-style/health/1377119/Covid-19-2021-new-coronavirus-strain-name-evg,['health'],covid
COVID-19 Mortality Higher When ICUs Packed With COVID Patients,"The more full an ICU is with COVID-19 patients, the higher the mortality rate, a new study finds.",medscape.com,2021-01-20T19:45:40.000000Z,https://www.medscape.com/viewarticle/944354?src=rss,['health'],covid
Nine COVID Controversies,"...some might call them 'facts', but that would get them censored...",zerohedge.com,2020-10-29T23:45:00.000000Z,https://www.zerohedge.com/medical/nine-covid-controversies,"['business', 'politics']",covid
Covid Vaccine,There is no way I will get that vaccine. I am willing to move states or change careers if needed. Ive had some side effects from other vaccines and am fairly ca...,allnurses.com,2020-12-16T14:58:06.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=6&tab=comments#comment-7746710,['health'],covid
Covid Vaccine,"On 12/20/2020 at 1:23 PM, ozoneranger said: https://www.CDC.gov/vaccines/acip/meetings/downloads/slides-2020-12/slides-12-19/05-COVID-CLARK.pdf Keep in mind tha...",allnurses.com,2020-12-24T20:46:37.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=8&tab=comments#comment-7750891,['health'],covid
Covid Vaccine,"1 hour ago, macawake said: When you write your reply inside a quoted post it means that the post you write canâ€™t be quoted but shows up like the above blank. ...",allnurses.com,2020-11-29T11:27:48.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=2&tab=comments#comment-7737081,['health'],covid
Covid Vaccine,"2 minutes ago, macawake said: Well, as Iâ€™ve said a few times I absolutely agree that we should do our due diligence and research the relevant published data b...",allnurses.com,2020-11-29T10:08:03.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=2&tab=comments#comment-7737079,['health'],covid
Covid Vaccine,"2 minutes ago, macawake said: Well, as Iâ€™ve said a few times I absolutely agree that we should do our due diligence and research the relevant published data b...",allnurses.com,2020-11-29T09:29:10.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=2&tab=comments#comment-7737074,['health'],covid
"GMCH taking bulk of Covid, non-Covid load in city","Nagpur: Even as private hospitals have demanded that all Covid patients be treated in medical colleges only, Government Medical College and Hospital (.",timesofindia.indiatimes.com,2020-10-23T02:45:00.000000Z,https://timesofindia.indiatimes.com/city/nagpur/gmch-taking-bulk-of-covid-non-covid-load-in-city/articleshow/78815950.cms,['general'],covid
COVID patterns,"Scientists, policymakers and healthcare workers are eager to discern to what extent COVID-19 may be seasonal. Understanding this aspect of the disease could gui...",eurekalert.org,2020-12-16T05:00:00.000000Z,https://www.eurekalert.org/pub_releases/2020-12/uoc--cp121620.php,"['science', 'general', 'tech', 'health']",covid
COVID-19 | People cautioned against post-COVID complications,Patients returned with health complications related to lungs after a few weeks or months from recovery,thehindu.com,2020-12-04T05:12:26.000000Z,https://www.thehindu.com/news/national/telangana/covid-19-people-cautioned-against-post-covid-complications/article33243453.ece,['general'],covid
Covid-19: Researchers discover new symptom called Covid toes,"Itâ€™s a painful inflammation of small blood vessels of the fingers, toes; mostly mild and disappears on its own",thehindubusinessline.com,2020-10-31T05:04:13.000000Z,https://www.thehindubusinessline.com/news/science/covid-19-researchers-discover-new-symptom-called-covid-toes/article32988632.ece,"['business', 'general']",covid
Covid Tests Gone Wildâ€”An Epidemic of Covid Positive Tests,,lewrockwell.com,2021-01-11T04:01:00.000000Z,https://www.lewrockwell.com/2021/01/no_author/covid-tests-gone-wild-an-epidemic-of-covid-positive-tests/,"['politics', 'general', 'business']",covid
Covid messaging,"THE repeated Covid-19 warnings from the NCOC point to a dangerous future, yet many politicians, including those in...",dawn.com,2020-11-26T02:44:04.000000Z,https://www.dawn.com/news/1592466/covid-messaging,['general'],covid
"Sure Signs You've Already Had COVID, Say COVID Experts","Although many people get coronavirus and may not even know it, others can experience mild symptomsâ€”and then get worse. Potentially for life. They are called L...",yahoo.com,2021-02-05T12:22:26.000000Z,https://www.yahoo.com/lifestyle/sure-signs-youve-already-had-122226519.html,"['health', 'travel', 'food', 'entertainment']",covid
Nine COVID Facts,Jeff Harrisronpaulinstitute.org Ever since the alleged pandemic erupted this past March the mainstream media has spewed a non-stop stream of misinformation that...,thebfd.co.nz,2020-11-02T03:00:00.000000Z,https://thebfd.co.nz/2020/11/02/nine-covid-facts/,['politics'],covid
Colorado COVID: State leaders provide COVID vaccine update,CDPHE and members of the coronavirus vaccine task force will discuss COVID Thursday. Vaccine appointments likely won't be widely available until summer.,9news.com,2021-02-18T22:02:24.000000Z,https://www.9news.com/article/news/health/coronavirus/colorado-covid-vaccine-update/73-a4493fdf-aecc-48ab-9135-d6d568004591,['general'],covid
Evangelical Who Says Prayers Block COVID Has COVID,,joemygod.com,2020-11-02T17:39:40.000000Z,https://www.joemygod.com/2020/11/evangelical-who-says-prayers-block-covid-has-covid/,"['general', 'politics']",covid
Covid Vaccine,"1 hour ago, MunoRN said: Peer-reviewed publication of the studies along with independent confirmation of results is part of the process, the trials are also ove...",allnurses.com,2020-12-04T11:27:01.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=3&tab=comments#comment-7740206,['health'],covid
Covid Vaccine,"5 minutes ago, Jack Peace said: Is this what passes for a citation? On the retraction of â€œA closer look at U.S. deathsâ€ and our coverage of COVID-19 Quote L...",allnurses.com,2020-12-14T20:06:46.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=5&tab=comments#comment-7745674,['health'],covid
Covid Vaccine,"5 minutes ago, Jack Peace said: Is this what passes for a citation? On the retraction of â€œA closer look at U.S. deathsâ€ and our coverage of COVID-19 Quote L...",allnurses.com,2020-12-14T17:59:25.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=5&tab=comments#comment-7745579,['health'],covid
Covid Vaccine,"5 minutes ago, Jack Peace said: Is this what passes for a citation? On the retraction of â€œA closer look at U.S. deathsâ€ and our coverage of COVID-19 Quote L...",allnurses.com,2020-12-14T17:54:35.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=5&tab=comments#comment-7745575,['health'],covid
Covid Vaccine,"16 hours ago, herring_RN said: The way I think of this there ARE been peer-reviewed publications. During the months of the clinical trials the tens of thousands...",allnurses.com,2020-12-04T12:10:25.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=4&tab=comments#comment-7740217,['health'],covid
Covid Vaccine,"1 hour ago, MunoRN said: Peer-reviewed publication of the studies along with independent confirmation of results is part of the process, the trials are also ove...",allnurses.com,2020-12-04T08:08:21.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=3&tab=comments#comment-7740190,['health'],covid
Covid Vaccine,"2 minutes ago, macawake said: Well, as Iâ€™ve said a few times I absolutely agree that we should do our due diligence and research the relevant published data b...",allnurses.com,2020-12-02T13:11:41.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=2&tab=comments#comment-7738789,['health'],covid
Covid Vaccine,"On 12/20/2020 at 1:23 PM, ozoneranger said: https://www.CDC.gov/vaccines/acip/meetings/downloads/slides-2020-12/slides-12-19/05-COVID-CLARK.pdf Keep in mind tha...",allnurses.com,2020-12-27T18:07:48.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=8&tab=comments#comment-7751572,['health'],covid
Covid Vaccine,"On 12/20/2020 at 1:23 PM, ozoneranger said: https://www.CDC.gov/vaccines/acip/meetings/downloads/slides-2020-12/slides-12-19/05-COVID-CLARK.pdf Keep in mind tha...",allnurses.com,2020-12-27T16:46:18.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=8&tab=comments#comment-7751556,['health'],covid
Covid Vaccine,"1 hour ago, MunoRN said: Peer-reviewed publication of the studies along with independent confirmation of results is part of the process, the trials are also ove...",allnurses.com,2020-12-03T00:05:08.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=3&tab=comments#comment-7739280,['health'],covid
Covid Vaccine,"1 hour ago, MunoRN said: Peer-reviewed publication of the studies along with independent confirmation of results is part of the process, the trials are also ove...",allnurses.com,2020-12-03T03:29:14.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=3&tab=comments#comment-7739408,['health'],covid
Covid Vaccine,"On 12/20/2020 at 1:23 PM, ozoneranger said: https://www.CDC.gov/vaccines/acip/meetings/downloads/slides-2020-12/slides-12-19/05-COVID-CLARK.pdf Keep in mind tha...",allnurses.com,2020-12-23T07:27:28.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=7&tab=comments#comment-7750299,['health'],covid
Covid Vaccine,"Can you not read? I said the total deaths are higher this year. But when total increased deaths are not accompanied by increases of all causes of death , then t...",allnurses.com,2020-12-20T19:23:24.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=7&tab=comments#comment-7749141,['health'],covid
Covid Vaccine,"1 hour ago, SansNom said: Yeah, I didnt get anything at all of that nature, and Im assuming none of my coworkers did either. One of the requirements for adminis...",allnurses.com,2020-12-27T05:17:48.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=8&tab=comments#comment-7751472,['health'],covid
Covid Vaccine,"On 12/20/2020 at 1:23 PM, ozoneranger said: https://www.CDC.gov/vaccines/acip/meetings/downloads/slides-2020-12/slides-12-19/05-COVID-CLARK.pdf Keep in mind tha...",allnurses.com,2020-12-27T03:21:51.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=8&tab=comments#comment-7751443,['health'],covid
Covid Vaccine,"1 hour ago, MunoRN said: Peer-reviewed publication of the studies along with independent confirmation of results is part of the process, the trials are also ove...",allnurses.com,2020-12-02T23:44:22.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=3&tab=comments#comment-7739273,['health'],covid
Covid Vaccine,"1 hour ago, MunoRN said: Peer-reviewed publication of the studies along with independent confirmation of results is part of the process, the trials are also ove...",allnurses.com,2020-12-02T22:16:20.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=3&tab=comments#comment-7739194,['health'],covid
Covid Vaccine,"1 hour ago, MunoRN said: Peer-reviewed publication of the studies along with independent confirmation of results is part of the process, the trials are also ove...",allnurses.com,2020-12-02T20:02:45.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=3&tab=comments#comment-7739077,['health'],covid
Covid Vaccine,"1 hour ago, MunoRN said: Peer-reviewed publication of the studies along with independent confirmation of results is part of the process, the trials are also ove...",allnurses.com,2020-12-02T20:00:14.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=3&tab=comments#comment-7739076,['health'],covid
Covid Vaccine,"1 hour ago, MunoRN said: Peer-reviewed publication of the studies along with independent confirmation of results is part of the process, the trials are also ove...",allnurses.com,2020-12-02T19:53:25.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=3&tab=comments#comment-7739062,['health'],covid
Covid Vaccine,"5 minutes ago, Jack Peace said: Is this what passes for a citation? On the retraction of â€œA closer look at U.S. deathsâ€ and our coverage of COVID-19 Quote L...",allnurses.com,2020-12-06T20:00:18.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=5&tab=comments#comment-7741240,['health'],covid
Covid Vaccine,"5 minutes ago, Jack Peace said: Is this what passes for a citation? On the retraction of â€œA closer look at U.S. deathsâ€ and our coverage of COVID-19 Quote L...",allnurses.com,2020-12-06T19:01:57.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=5&tab=comments#comment-7741222,['health'],covid
Covid Vaccine,"5 minutes ago, Jack Peace said: Is this what passes for a citation? On the retraction of â€œA closer look at U.S. deathsâ€ and our coverage of COVID-19 Quote L...",allnurses.com,2020-12-06T18:08:03.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=5&tab=comments#comment-7741210,['health'],covid
Covid Vaccine,"16 hours ago, herring_RN said: The way I think of this there ARE been peer-reviewed publications. During the months of the clinical trials the tens of thousands...",allnurses.com,2020-12-05T13:53:47.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=4&tab=comments#comment-7740814,['health'],covid
pcm-dpc/COVID-19: COVID-19 Italia,COVID-19 Italia - Monitoraggio situazione. Contribute to pcm-dpc/COVID-19 development by creating an account on GitHub.,github.com,2020-11-03T22:43:21.000000Z,https://github.com/pcm-dpc/COVID-19,['tech'],covid
COVID-19 statistics,"Colorado COVID-19 statistics for Jan. 4, 2021.",9news.com,2021-01-04T11:35:59.000000Z,https://www.9news.com/article/news/health/coronavirus/coronavirus-numbers/colorado-coronavirus-latest-numbers-jan-4/73-a03b1b8c-3798-449e-abb3-74cc62859d0a,['general'],covid
COVID-19 outbreak at Georgia nursing home delays COVID-19 vaccinations,Woodstock (Ga.) Nursing and Rehabilitation Center has rescheduled its first round of vaccines due to a COVID-19 outbreak that's affected dozens of residents and...,beckershospitalreview.com,2020-12-31T18:05:14.000000Z,https://www.beckershospitalreview.com/post-acute/covid-19-outbreak-at-georgia-nursing-home-delays-covid-19-vaccinations.html,['health'],covid
COVID-19: Vancouver Island bar fined twice for COVID violations,The Campbell River bar had been visited multiple times for flouting provincial regulations for liquor establishments during the pandemic.,vancouversun.com,2020-11-17T20:24:07.000000Z,https://vancouversun.com/news/covid-19-vancouver-island-bar-fined-twice-for-covid-violations,['general'],covid
Covid vaccine: Can you still transmit Covid after full vaccination?,"COVID vaccination programmes have provided 10 million Brits with their first dose, with more 20 percent of the country soon to adopt some form of immunity again...",express.co.uk,2021-02-03T21:33:35.000000Z,https://www.express.co.uk/life-style/health/1393163/Covid-vaccine-can-you-still-transmit-covid-after-vaccine-evg,['health'],covid
It seems like covid vaccine is deadlier than covid itself?,Keep reading news of vaccine takers dying and no many news of covid infected dying.,forums.hardwarezone.com.sg,2021-01-16T09:11:34.000000Z,https://forums.hardwarezone.com.sg/eat-drink-man-woman-16/seems-like-covid-vaccine-deadlier-than-covid-itself-6448836.html,['tech'],covid
"â€˜Covid, Covid, Covid!â€™ Trump Rants That Media Covers Coronavirus Too Much, Says You â€˜Wonâ€™t Hear About It Anymoreâ€™ After Election","President Trump on Saturday complained that all he hears is ""Covid, Covid. Covid, Covid, Covid. Covid.""",mediaite.com,2020-10-24T20:02:03.000000Z,https://www.mediaite.com/news/covid-covid-covid-trump-rants-that-media-covers-coronavirus-too-much-says-you-wont-hear-about-it-anymore-after-election/,"['general', 'politics']",covid
Some Covid Links,TweetLetâ€™s all hope that Jeffrey Tucker is correct that people are growing sick and tired of the tyrannical Covid-19 lockdowns. Letâ€™s hope also that the U.S...,cafehayek.com,2020-11-18T10:52:39.000000Z,https://cafehayek.com/2020/11/some-covid-links-3.html,"['business', 'politics']",covid
Global COVID-19,The COVID-19 pandemic is a serious global health threat and CDC is committed to stopping the global spread. CDC has a long history of improving public health ca...,cdc.gov,2021-01-05T05:00:00.000000Z,https://www.cdc.gov/coronavirus/2019-ncov/global-covid-19/index.html,"['general', 'health']",covid
Some Covid Links,TweetJoakim Book is understandably pessimistic about how humanityâ€™s hysterical reaction to Covid-19 â€“ about how humanityâ€™s shamefully gullible acceptance ...,cafehayek.com,2020-12-16T11:40:17.000000Z,https://cafehayek.com/2020/12/some-covid-links-9.html,"['business', 'politics']",covid
Colorado COVID statistics,"Here are the latest coronavirus numbers for Colorado on Dec. 12, 2020",9news.com,2020-12-12T12:39:38.000000Z,https://www.9news.com/article/news/health/coronavirus/coronavirus-numbers/colorado-coronavirus-latest-numbers-dec-12/73-86836b4c-5133-425d-af65-7e6fc27bc732,['general'],covid
Covid Vaccine,"12 hours ago, TheMoonisMyLantern said: Bidens decision makes me nervous as well. In the beginning of the vaccine rollout Pfizer and Moderna said it was critical...",allnurses.com,2021-01-28T17:44:43.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=9&tab=comments#comment-7769592,['health'],covid
Covid Vaccine,"On 12/20/2020 at 1:23 PM, ozoneranger said: https://www.CDC.gov/vaccines/acip/meetings/downloads/slides-2020-12/slides-12-19/05-COVID-CLARK.pdf Keep in mind tha...",allnurses.com,2021-01-08T02:12:16.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=8&tab=comments#comment-7757196,['health'],covid
Covid Vaccine,"12 hours ago, TheMoonisMyLantern said: Bidens decision makes me nervous as well. In the beginning of the vaccine rollout Pfizer and Moderna said it was critical...",allnurses.com,2021-01-11T13:53:24.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=9&tab=comments#comment-7758886,['health'],covid
Covid Vaccine,"On 12/20/2020 at 1:23 PM, ozoneranger said: https://www.CDC.gov/vaccines/acip/meetings/downloads/slides-2020-12/slides-12-19/05-COVID-CLARK.pdf Keep in mind tha...",allnurses.com,2021-01-08T19:18:46.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=8&tab=comments#comment-7757587,['health'],covid
Covid Vaccine,"On 12/20/2020 at 1:23 PM, ozoneranger said: https://www.CDC.gov/vaccines/acip/meetings/downloads/slides-2020-12/slides-12-19/05-COVID-CLARK.pdf Keep in mind tha...",allnurses.com,2021-01-09T10:40:40.000000Z,https://allnurses.com/covid-vaccine-t728051/?page=8&tab=comments#comment-7757975,['health'],covid
Covid Cockups: Richard Prebbleâ€™s Surprising COVID ExposÃ©,The report is called the â€œReport of the Advisory Committee to oversee the implementation of the New Zealand Covid-19 Surveillance Plan and Testing Strategy.?...,thebfd.co.nz,2021-01-07T19:00:00.000000Z,https://thebfd.co.nz/2021/01/08/covid-cockups-richard-prebbles-surprising-covid-expose/,['politics'],covid
Free Covid Trip Planner with 8-Week COVID-19 Risk Assessment,Here is a free Covid Trip Planner that predicts the current and future US and UK-based COVID-19 travel restrictions around the world.,ilovefreesoftware.com,2020-11-17T23:00:35.000000Z,https://www.ilovefreesoftware.com/17/webware/free-covid-trip-planner-with-8-week-covid-19-risk-assessment.html,['tech'],covid
COVID: BRITISH PM JOHNSON SAYS SHEER WEIGHT OF COVID DEMAND WOULD DEPRIVE NON COVID PATIENTS OF CARE,COVID: BRITISH PM JOHNSON SAYS SHEER WEIGHT OF COVID DEMAND WOULD DEPRIVE NON COVID PATIENTS OF CARE             ...,marketscreener.com,2020-10-31T19:04:53.000000Z,https://www.marketscreener.com/news/latest/COVID-BRITISH-PM-JOHNSON-SAYS-SHEER-WEIGHT-OF-COVID-DEMAND-WOULD-DEPRIVE-NON-COVID-PATIENTS-OF-CARE--31665939/,['business'],covid
COVID Questions,COVID Questions,forum.mrmoneymustache.com,2021-01-05T11:17:39.000000Z,http://forum.mrmoneymustache.com/ask-a-mustachian/covid-questions/msg2766062/#msg2766062,['business'],covid
"Covid 19 coronavirus: Covid may damage male fertility, study finds",Scientists find significant deterioration in semen quality in men infected with Covid.,nzherald.co.nz,2021-01-29T01:02:12.000000Z,https://www.nzherald.co.nz/world/covid-19-coronavirus-covid-may-damage-male-fertility-study-finds/6JEOE6BW5P6NSUJYWDHRNCRQTA/,"['general', 'health']",covid
Colorado COVID statistics,"Here are the latest coronavirus numbers for Colorado on Dec. 9, 2020.",9news.com,2020-12-09T11:30:23.000000Z,https://www.9news.com/article/news/health/coronavirus/coronavirus-numbers/colorado-coronavirus-latest-numbers-dec-9/73-935417e7-7266-4c61-a5f3-0840bc680514,['general'],covid
Colorado COVID statistics,"Here are the latest coronavirus numbers for Colorado on Nov. 11, 2020.",9news.com,2020-11-11T11:16:37.000000Z,https://www.9news.com/article/news/health/coronavirus/coronavirus-numbers/colorado-coronavirus-latest-numbers-nov-11/73-7ffad43c-0f58-4a92-942d-c5d7e55d2850,['general'],covid
Colorado COVID statistics,"Here are the latest coronavirus numbers for Colorado on Nov. 13, 2020.",9news.com,2020-11-13T11:07:24.000000Z,https://www.9news.com/article/news/health/coronavirus/coronavirus-numbers/colorado-coronavirus-latest-numbers-nov-13/73-60fbee04-dd46-4aed-8356-bd4ee16bb50e,['general'],covid
Colorado COVID statistics,"Here are the latest coronavirus numbers for Colorado on Nov. 9, 2020.",9news.com,2020-11-10T11:15:33.000000Z,https://www.9news.com/article/news/health/coronavirus/coronavirus-numbers/colorado-coronavirus-latest-numbers-nov-10/73-e8eb1caf-e2e4-4bbd-8a80-740f96b65d1b,['general'],covid
COVID-19 statistics,Colorado COVID-19 statistics for Nov. 27,9news.com,2020-11-27T11:23:32.000000Z,https://www.9news.com/article/news/health/coronavirus/coronavirus-numbers/colorado-coronavirus-latest-numbers-nov-27/73-96cd2cd3-2731-4edd-acd0-890c54214c90,['general'],covid
Colorado COVID statistics,"Here are the latest coronavirus numbers for Colorado on Nov. 12, 2020.",9news.com,2020-11-12T14:17:53.000000Z,https://www.9news.com/article/news/health/coronavirus/coronavirus-numbers/colorado-coronavirus-latest-numbers-nov-12/73-960227b7-2b26-4b4b-9286-9ddc26491acf,['general'],covid
Colorado COVID statistics,"Here are the latest coronavirus numbers for Colorado on Dec. 10, 2020.",9news.com,2020-12-10T12:23:23.000000Z,https://www.9news.com/article/news/health/coronavirus/coronavirus-numbers/colorado-coronavirus-latest-numbers-dec-10/73-389df65e-10fd-406b-bd56-c62123d65368,['general'],covid
COVID-19 statistics,Colorado COVID-19 numbers for Dec. 6.,9news.com,2020-12-06T12:29:46.000000Z,https://www.9news.com/article/news/health/coronavirus/coronavirus-numbers/colorado-coronavirus-latest-numbers-dec-6/73-5857bb63-8b5c-4dcb-be82-88a2628c1aaf,['general'],covid
Colorado COVID statistics,"Here are the latest coronavirus numbers for Colorado on Dec. 11, 202",9news.com,2020-12-11T11:43:22.000000Z,https://www.9news.com/article/news/health/coronavirus/coronavirus-numbers/colorado-coronavirus-latest-numbers-dec-11/73-827e5925-36e3-4843-9699-4714016cb53b,['general'],covid
